User Query,Answer,Mistral_Prompt,Mistral_Faithfulness,Mistral_Answer_Relevancy,Mistral_Precision,Mistral_Recall,Llama2_Prompt,llama2_Faithfulness,L2_Answer_Relevancy,Llama2_Precision,Llama2_Recall
What is the VI quantum dependent on?,endorsed performance rating and salary grade," The VI quantum depends on a staff member's endorsed performance rating and salary grade (sentence 5.3). Therefore, it varies for different individuals based on their performance and salary level.",0.5,0.6190784811973572,0.13146080076694489,0.0,The VI quantum is dependent on the staff's endorsed performance rating and salary grade.,1.0,0.6255445361137391,0.1270623356103897,0.0
How long of continuous service does NTUC-ARU staff have?,1 year," To be eligible for long-term illness leave or maternity benefit at NTUC ARU, a staff member needs to have at least 12 months of continuous service (for illness leave) or 90 days of continuous service immediately preceding the event (for maternity benefit). (7.2, 10.1)

Annual leave entitlement depends on the grade and years of service: less than 10 years, 14-18 working days; 10 years or more, 18-21 working days. (1.1)

Therefore, the length of continuous service required for maternity benefit is 90 days. (10.1)",0.0,0.6754787564277649,0.287312388420105,0.025145067698259187,"Based on the context provided, NTUC-ARU staff must have at least 90 days of continuous service to be eligible for maternity benefit.",1.0,0.3246620200574398,0.27736231684684753,0.0
What percentage of the time in union-based IR work are eligible for the full allowance?,50% or more," Those who spend 50% or more of their time in union-based IR work are eligible for the full monthly IR Allowance as stated in the first sentence. The quantum of the allowance, including the full allowance, depends on both staff's salary grade and time involvement in union-based IR work (sentence 2 and 6.2). Therefore, to receive the full allowance, an employee must meet the requirement of spending at least half of their time in union-based IR work.",1.0,0.7567502617835998,0.13771843910217285,0.0022123893805309734,"Based on the context provided, staff who spend 50% or more of their time in union-based IR work are eligible for the full allowance. Therefore, the percentage of time in union-based IR work that are eligible for the full allowance is 50%.",1.0,0.6463867634534836,0.14189022779464722,0.008403361344537815
What is not eligible for IR allowance?,probation, Staff who are on probation are not eligible for the IR allowance. (One sentence),0.5,0.5999866589903832,0.0993027612566948,0.0,"Based on the context provided, staff who are on probation are not eligible for IR allowance.",1.0,0.6743249197800955,0.09875186532735825,0.0
What shall be regulated in accordance with the Employment Act?,"Overtime, Rest Day, and Public Holiday"," The Employment Act regulates terms and conditions of employment, including but not limited to, wages, hours of work, overtime pay, rest days, and annual leave. (Refer to Section 7: Re Employment Policy, Part One - Terms and Conditions of Employment, Sections 1-3.)",0.5,0.6811155617237091,0.1289907544851303,0.0,"Based on the context provided, the Employment Act regulates various terms and conditions of employment for workers in Malaysia. These include:

* Minimum wages and salaries
* Working hours and overtime pay
* Annual leave and public holidays
* Safety and health at work
* Discrimination and unfair treatment
* Termination of employment

Therefore, the Employment Act regulates various aspects of employment in Malaysia to ensure fair and safe working conditions for workers.",0.0,0.6526601195335389,0.12834931910037994,0.0
Where are the current salary grades attached?,Appendix I," The context does not provide information about where the current salary grades are attached to the job openings posted on the Adobe Internal Career Opportunity website. However, it mentions that there are five competency levels defined based on salary grades, and provides a range for each level in Appendix I.",0.5,0.5137026131153106,0.16271142661571503,0.0,"Based on the provided context, the current salary grades can be found in Appendix I of the document. Specifically, the grades are listed under the heading ""Grade Structure and Salary Ranges"" and are organized by grade level (N12-N1).",0.0,0.6225432366132736,0.16292469203472137,0.0
What are the three components of NTUC-ARU's MediCare Plan?,"Inpatient (Hospitalisation) Care, Outpatient Specialist Care, and Outpatient Primary Care"," Based on the provided context, I cannot directly answer the question about the three components of NTUC-ARU's MediCare Plan as there is no information given in the context regarding this topic. The context only discusses pre retirement planning and reemployment initiatives for older workers by NTUC ARU.",0.0,0.6633797943592071,0.17257007956504822,0.0,"Based on the context provided, the three components of NTUC-ARU's MediCare Plan are:

1. Value of the job: This refers to the monetary value placed on the job being offered to an older or mature worker.
2. Job scope and responsibility: This component considers the nature of the work and the level of responsibility involved in the job being offered.
3. Experience, competence, and performance of the staff: This component evaluates the employee's experience, skills, and performance in their current role or previous roles, which can impact their eligibility for reemployment.",0.0,0.2022084303200245,0.17507946491241455,0.0
What does EIS stand for?,Enhanced Incomeshield," EIS stands for ElderShield Insurance, which is a long-term care insurance scheme in Singapore. (Reference: 1.13)

The annual premium for the EIS plan is deducted from the staff's Medisave account. (Reference: 1.5)

For more details about the EIS and other insurance plans, please visit www.income.com.sg/insurance/enhancedshield. (Reference: 1.13)",0.25,0.4088687263429165,0.1312711387872696,0.0,EIS stands for Enhanced Shield insurance plan offered by Income.com.sg.,0.0,0.1376838631927967,0.13389542698860168,0.0
What is the annual premium for Basic Medishield?,$30," The annual premium for Basic Medishield is 30, as it is mandatory and borne by individual CPF account holders. (Sentence 1 and 2)",0.0,0.7808224499225617,0.28912869095802307,0.0,"According to the context provided, the annual premium for Basic Medishield is $30.",1.0,0.85545334815979,0.28691381216049194,0.012195121951219513
How much will NTUC-ARU contribute to the staff's Medisave account?,$6 per month," Based on the context provided, NTUC ARU contributes 6 per month to the staff's Medisave account. With inflation factored in, NTUC ARU may increase this contribution up to 5% per year cumulatively. However, the text does not specify the exact amount of this increase. Therefore, the current monthly contribution of 6 is the definitive answer.",0.5,0.7698749502499899,0.0862957164645195,0.0,"According to the context, NTUC ARU will contribute $6 per month to the staff's Medisave account.",1.0,0.6166742324829102,0.08878815174102783,0.010416666666666666
Why is a loading of premium imposed on staff?,higher medical risk," Based on the provided context, there is no explicit information given about why a loading of premium is imposed on certain staff categories. Therefore, I cannot provide an answer with certainty. However, it can be inferred that some staff members may be required to pay additional premiums for specific plans mentioned, such as Salary Grade EIS, IAR Type of Plan, Superscale, Advantage, and Enhanced C. The reasons for these premium loadings are not specified in the context.",0.0,0.7020476877689361,0.07664503157138824,0.0,"Based on the context provided, it appears that a loading of premium is imposed on staff as part of their salary grade EIS & IAR plan. This is because staff who joined NTUC ARU before June 1, 2008 will be covered by the Enhanced C plan, which includes a loading of premium. Additionally, staff who become eligible for MCSI or cease to be eligible during the month due to a change in job role will also have a loading of premium imposed on their salary.",0.0,0.5945941418409347,0.07493338733911514,0.0
NTUC-ARU will bear the increase on the amount to be contributed to both the staff's Medisave and salary accounts up to,5%," Based on the context provided, NTUC ARU contributes an additional 5% per year cumulatively to staff members' Medisave and salary accounts. This contribution is over and above their monthly employer CPF contributions. The specific amount contributed to the Medisave account each month is 6 dollars.",0.3333333333333333,0.6787407219409942,0.24706560373306274,0.010067114093959731,"Thank you for providing the context. Based on the information provided, NTUC ARU will contribute 6% per month to the staff's Medisave account, which is over and above the monthly employer's CPF contribution in respect of the staff's gross salary. This means that the staff's Medisave account will receive a total of 72% (6% x 12 months) of NTUC ARU's contribution per year, up to 5% cumulative increase per year.",0.6666666666666666,0.6707260549068451,0.2558210492134094,0.019417475728155338
NTUC-ARU will co-pay any increases beyond what amount due to changes in the annual premium?,5%," Regarding the question of outplacement assistance for staff not meeting re employment eligibility, NTUC ARU offers this service (Sentence 4.6). The offer of reemployment is determined by factors such as job value, scope, experience, competence, performance, and salary range (Sentences 2.5-2.7). However, during No Pay Leave periods, the interest costs are not covered by NTUC ARU (Sentence 4.7). The tenure of re employment contracts is renewable yearly until age 65 for eligible staff (Sentence 2.7).",0.0,0.47971525490283967,0.2559123933315277,0.017892644135188866,"Based on the context provided, NTUC ARU will not bear the interest during the No Pay Leave. However, I'm not sure if NTUC ARU will co-pay any increases beyond what amount due to changes in the annual premium. The information is not explicitly stated in the provided context. Therefore, I cannot provide a definitive answer.",0.25,0.7489688158035278,0.24593062698841095,0.0
How much will NTUC-ARU contribute to the staff's Medisave and/or salary account?,monthly," Based on the information provided, NTUC ARU contributes 6 per month to the staff's Medisave account and 8.34 per month to their salary account for the IAR plan. Therefore, the total annual contribution to the staff's Medisave and salary accounts would be 6 * 12 + 8.34 * 12 = 75.28 * 12 = 903.36 per year.",0.5,0.8572179079055786,0.15137264132499695,0.0,"According to the context, NTUC ARU will contribute $165 to the staff's Medisave and salary accounts.",1.0,0.7272692397236824,0.15383674204349518,0.0
With whom is a staff allowed to continue with their existing medical insurance plans?,other insurers, A staff is allowed to continue with their existing medical insurance plans with other insurers as long as the coverage provided is comparable to NTUC Income's provisions under 1.12.,1.0,0.27343277279287576,0.08862501382827759,0.0,"Based on the context provided, a staff is allowed to continue with their existing medical insurance plans with other insurers if the plan provides comparable coverage to NTUC Income's provision.",1.0,0.5991457015275955,0.09133756905794144,0.0
What is the cost savings for a staff member under NTUC-ARU's MediCare Plan?,$63.31," Based on the context provided, there is no explicit information given about the cost savings for a staff member under NTUC-ARU's MediCare Plan. The text mentions the components of the plan, but it does not provide details about the costs or savings associated with each component.",0.0,0.7141491744667292,0.18679526448249817,0.0,"Based on the context provided, the cost savings for a staff member under NTUC-ARU's MediCare Plan are not explicitly mentioned. However, we can infer that there are cost savings as the plan comprises three components: inpatient hospitalization care, outpatient specialist care, and outpatient primary care. Additionally, the plan provides coverage for both the Enhanced Incomeshield EIS and Incomeshield Assist Rider IAR, which suggests that there are cost savings compared to purchasing these plans separately. However, without further information, I cannot provide an exact figure for the cost savings.",0.0,0.6289575099945068,0.18990977108478546,0.0
What is the name of NTUC Income's plan for outpatient specialist treatment?,i-Medicare," The name of NTUC Income's plan for outpatient specialist treatment is i Medicare Specialist plan. (Refer to context 21, sentence 1.)",0.0,0.884713864326477,0.20273353159427643,0.0,"Based on the context provided, the name of NTUC Income's plan for outpatient specialist treatment is the ""i Medicare Specialist Plan"".",0.0,0.5403095871210098,0.205233633518219,0.0
What is the co-payment per visit for i-Medicare?,$15," The co-payment per visit for i-Medicare is 15 SGD. (From context note 1.17)

Coinsurance for i-Medicare plans is 10%. (From context note 5)

Therefore, the staff will pay 15 SGD per visit and the insurer will cover the remaining 90% of the expenses.",0.0,0.7264863908290863,0.28822454810142517,0.0,"According to the context provided, the co-payment per visit for i-Medicare is 15%.",0.0,0.7514211952686309,0.2791864275932312,0.0
How often are staff encouraged to go for a full health screening?,once every 2 years, Staff are encouraged to undergo a full health screening every two years for preventative health checks. This screening is not for medical check-ups related to the treatment of specific illnesses.,0.5,0.6548765063285827,0.16037410497665405,0.0,"Based on the context provided, staff are encouraged to go for a full health screening once every 2 years.",1.0,0.6117275446653366,0.167878195643425,0.0
What percentage of the health screening cost will NTUC-ARU co-pay?,80%," Based on the context provided, NTUC ARU co-pays 80% of the health screening cost with a cap of up to SGD 300 for staff under 40 years old and up to SGD 400 for those 40 years old and above. For any amount exceeding the cap reimbursed by NTUC ARU, staff can claim the balance from their Flexible Benefit. (Reference: 2.2)",0.6666666666666666,0.7948417152677264,0.22860150039196014,0.003115264797507788,"According to the context, NTUC-ARU will co-pay 80% of the health screening cost for staff members.",0.0,0.7765978038311004,0.22798402607440948,0.01020408163265306
What can staff use for the purposes which NTUC-ARU promotes?,flexible benefit," Staff at NTUC ARU can use their flexible benefits for purposes promoted by NTUC ARU, which include investing in their capabilities through sponsorship of relevant professional and development programs (1.1 & 2.4). Additionally, staff providing counter services may find these programs useful for their work (3.1 & 9.1).",0.5,0.4625478374461333,0.1783517450094223,0.0,"Based on the context provided, staff at NTUC ARU can use their flexible benefit for learning and development, including professional and development programs that are useful for their work in NTUC ARU.",1.0,0.6075082421302795,0.18240362405776978,0.0
What is the amount of reimbursement pro-rated according to?,the number of days served in a calendar year," The amount of reimbursement under Adobe's Educational Reimbursement Program for permanent employees is proportional to the cost of eligible and approved business-related courses or certificate programs, up to a maximum of US $10,000 equivalent per year.",1.0,0.45577957928180696,0.12046749144792557,0.0,"According to the context provided, Adobe reimburses 100% of the cost of fees, tuition, and books for eligible and approved business-related course and certificate programs up to a maximum of USD 10,000 equivalent per year. Therefore, the amount of reimbursement is pro-rated based on the number of years an employee has been with Adobe.",1.0,0.43993803560733796,0.12265187501907349,0.0
Where can staff make their claims?,HRIS," To make transport claims, staff should find the claim form in the HR webpage on Infoshare using the provided link. After completing the form and attaching necessary receipts, submit it to NTUC Income.

The employment of confirmed staff may be terminated by either party with written notice.

Staff posted to external organizations might have different working hours. They should make their claims through the HR webpage on Infoshare as instructed.",0.4,0.47887527346611025,0.28394457697868347,0.0,"Staff can make their claims through the HR webpage in Infoshare by completing the claim form found at <http://ntucspsweb1.deptforms.arumedical%20claim%20form%201%20Dec%2009.pdf>, attaching receipts and referral letter from the polyclinic or registered GP, and submitting to NTUC Income.",1.0,0.5062759503722191,0.26720306277275085,0.0
Staff may claim actual transport reimbursement for what modes of transport when on official journeys?,all," Based on the provided context, staff who have jobs that require them to make official trips from NTUC ARU can claim actual transport reimbursement for all modes of transport (sentence 4.1). If they travel on an ad hoc basis (sentence 4.6), they can seek reimbursement based on the actual expenses incurred. Additionally, staff may be allowed to travel by taxi when their official journeys are to places inaccessible by bus or MRT from their homes and vice versa (sentence 5.5).",1.0,0.6430664032697677,0.4167923629283905,0.19246861924686193,"Based on the context provided, staff may claim actual transport reimbursement for all modes of transport when on official journeys. This is stated in section 4.1 of the retrieved context.",0.5,0.4030631703790277,0.4137183725833893,0.17647058823529413
What mode of transport are staff encouraged to take?,most time-efficient," Staff are encouraged to take the most time efficient mode of transport, which could be bus, MRT, taxi, or a private car, when planning their official journeys (1st sentence). However, for places inaccessible by bus or MRT from their homes, they can be allowed to travel by taxi (3rd sentence). Therefore, staff have the flexibility to choose the most convenient and efficient mode of transport for their official journeys. (Answer based on context provided)

Context sentences used: 1st - Staff are encouraged to take the most time efficient mode of transport which may be bus, MRT, t axi or private car when planning their official journeys. 3rd - Reimbursement = Nil for staff who are required to travel to places that are inaccessible by bus or MRT from their homes and vice versa for official purposes can be allowed to travel by taxi.",0.4,0.6438586592674256,0.2166011780500412,0.0,"Based on the context provided, staff are encouraged to take the most time-efficient mode of transport, which may be bus, MRT, taxi, or private car for their official journeys.",1.0,0.820248132944107,0.21538598835468292,0.0
After what time will staff be reimbursed for the journey home?,9 pm," If a staff member is required to work beyond 9 pm, they will be reimbursed for their journey home (4.4). For ad hoc official journeys, staff can seek reimbursement based on actual expenses incurred (4.6). There's no information provided regarding the specific time of day for reimbursement after working hours.",0.6666666666666666,0.6411288619041443,0.2911458909511566,0.003215434083601286,"Based on the context provided, staff will be reimbursed for their journey home after 9 pm. According to section 4.4, staff who work beyond 9 pm will be reimbursed for their journey home.",1.0,0.5939681492745876,0.2940850853919983,0.010752688172043012
What are the rates of transport reimbursement at NTUC-ARU?,below," The rates of transport reimbursement at NTUC ARU are 60 cents per km for a motor car, 15 cents per km for motorcycles or scooters, and as per actual fare for bus, MRT, and taxis (Reference: 4.2). Staff should plan official journeys efficiently to minimize unnecessary travel (Reference: 3. and 6.3). For periods overseas where more than one week is used for private purposes during leave, staff may be required to reimburse NTUC ARU the cost of travel insurance for that period (Reference: 27).",0.3333333333333333,0.599964839220047,0.30952563881874084,0.0,"Based on the context provided, the rates of transport reimbursement at NTUC ARU are as follows:

* For motor cars, 60 cents per kilometer.
* For motorcycles or scooters, 15 cents per kilometer.
* For buses or MRT, the actual fare.
* For taxis, the actual fare.",0.0,0.7334999799728393,0.3125653862953186,0.0
Staff who are required to travel to places that are inaccessible by bus or MRT can be allowed to travel by what?,taxi," Staff who are required to travel to places inaccessible by bus or MRT for official purposes can be allowed to travel by taxi. When using MRT daily, the reimbursement for taxi fare is the difference between taxi and MRT fares.",1.0,0.3658045185729861,0.1734236478805542,0.0,"Taxi. According to the context, staff who are required to travel to places that are inaccessible by bus or MRT can be allowed to travel by taxi.",0.5,0.5229989439249039,0.17484845221042633,0.0
What will staff be reimbursed after deducting the usual daily transport expenses incurred between home and office?,taxi fare," For staff with regular commute using MRT, reimbursement is taxi fare - MRT fare. Staff traveling on an ad hoc basis can seek reimbursement based on actual expenses incurred. For staff whose places of work are inaccessible by bus or MRT from their homes, they will be reimbursed the full taxi fare after deducting usual daily transport expenses.",1.0,0.6661638855934143,0.12986405193805695,0.0,"Based on the context provided, staff will be reimbursed the taxi fare after deducting the usual daily transport expenses incurred between home and office. The reimbursement formula is: Reimbursement = taxi fare – MRT fare (if staff take the MRT daily). If staff are required to travel to places that are inaccessible by bus or MRT from their homes and vice versa for official purposes, they can be allowed to travel by taxi and will not be reimbursed.",0.6666666666666666,0.5994151333967844,0.13049215078353882,0.0
Home journey after 9pm is by what type of vehicle?,own car," Based on the context provided, the home journey after 9pm can be by either a personal car or a taxi. Therefore, I cannot definitively answer with just one sentence, but I can provide two possibilities:

1. Home journey after 9pm is by own car.
2. Home journey after 9pm is by taxi.",1.0,0.6598206199705601,0.1658252775669098,0.0,"Based on the context provided, the home journey after 9pm is by taxi.",1.0,0.419931361079216,0.16118913888931274,0.0
What does the nature of certain jobs at NTUC-ARU require staff to stay in constant contact via?,handphone, The nature of certain jobs at NTUC ARU requires staff to stay in constant contact via handphone and also to access email on the go constantly (Handphone Allowance and Mobile Voice Data Plan Allowance).,1.0,0.6005224019289017,0.13297463953495026,0.0,"Based on the context provided, it appears that the nature of certain jobs at NTUC ARU requires staff to stay in constant contact via handphone and also to access email on the go constantly.",1.0,0.5680591195821763,0.13122349977493286,0.0
Who recommends that staff stay in constant contact via handphone?,the Head of Department / Executive Secretary of Industrial Union, The nature of some jobs at NTUC ARU requires staff to stay in constant contact via handphone and access email on the go (Sentence 8.1). Approximately 50 such staff members receive a handphone allowance each month (Sentence 6.2). Key IT personnel are among those recommended to remain contactable at all times (Sentence 6.1).,0.6666666666666666,0.5714876383543015,0.2312418818473816,0.0,"Based on the context provided, it appears that key IT personnel recommend that staff stay in constant contact via handphone. This is stated in the following sentences:

* ""Staff who are away from office and must stay in constant contact with their clients"" (50 per month)
* ""The nature of certain jobs at NTUC ARU requires staff to stay in constant contact via handphone"" (6.1)
* ""The nature of certai n jobs at NTUC ARU requires staff to stay in constant contact via handphone and also to access email on the go constantly"" (8.1)

Therefore, it can be inferred that key IT personnel recommend that staff use handphones to stay in constant contact with clients and colleagues.",1.0,0.779777467250824,0.23072656989097595,0.0
Staff are required to exercise what in their handphone usage?,due care and discretion," Staff who need to provide essential services on a permanent basis are required to exercise due care and discretion in their handphone usage, especially for overseas calls. (Reference: 6.3)

These staff members may be away from the office but must remain contactable at all times. (Reference: 5.2, 6.1 and 6.2)

Therefore, they should use their handphones responsibly and appropriately to maintain communication with their clients or colleagues. (Implication from context)",0.25,0.4100039253632228,0.17497731745243073,0.0,"Staff are required to exercise due care and discretion in their handphone usage, especially for overseas calls. This means they should use their phones responsibly and appropriately, taking into account the nature of their job and the importance of staying in contact with clients or providing essential services.",0.5,0.6579455196857452,0.17211250960826874,0.0
Where is the handphone number posted at NTUC-ARU?,NTUC Directory, The handphone number for staff at NTUC ARU is posted in the NTUC Directory and is contactable by all persons.,1.0,0.7475195169448853,0.12223115563392639,0.0,"According to the context, the handphone number is posted in the NTUC Directory.",1.0,0.45468618273735045,0.12873564660549164,0.0
What does the nature of certain jobs at NTUC-ARU require staff to do while they are off-site?,access the internet and email," The nature of certain jobs at NTUC ARU requires staff to make official trips (5.1), access the internet and email (7.1), and stay in constant contact via handphone (6.1) while they are off-site.",1.0,0.6798943936824798,0.09213622659444809,0.0,"Based on the retrieved context, it appears that the nature of certain jobs at NTUC ARU requires staff to make official trips out of the office, provide counter services, access the internet and email while offsite, and stay in constant contact via handphone.",1.0,0.5623072266578675,0.09979820251464844,0.0
What calls will be reimbursed on actual usage where these costs exceed the monthly allowance?,overseas," Only overseas calls made for official reasons will be reimbursed on actual usage when the costs exceed the monthly allowance (first sentence). For staff traveling on an ad hoc basis, they may seek reimbursement based on actual expenses incurred (second sentence). There is no mention of call expenses being specifically covered in the provided context.",0.6666666666666666,0.39233317896723746,0.2495339959859848,0.0,"According to the context, only overseas calls made for official reasons will be reimbursed on actual usage where these costs exceed the monthly allowance. This means that personal or private calls will not be reimbursed on actual usage, but will be reimbursed based on the monthly allowance.",0.5,0.45423433780670164,0.254841685295105,0.0
What type of leave does a staff go through the exit process?,no-pay," A staff goes through the exit process for resignations or long periods of no pay leave. During this process, both their Fixed Transport Reimbursement and handphone allowance cease.",0.5,0.5350306063890458,0.11655855178833008,0.0,"Based on the context provided, a staff goes through the exit process for resignations and long periods of no pay leave.",1.0,0.4327695369720459,0.12168951332569122,0.0
Staff who are in receipt of the broadband allowance will not be eligible for what?,handphone and broadband, The broadband allowance recipients are not eligible for an additional internet reimbursement. This benefit is exclusive to those without the broadband allowance. (2 sentences),0.0,0.5643631339073181,0.06623417884111404,0.0,"I'm just an AI, I don't have access to external information or context beyond what is provided in the input question. Based on the given context, it appears that the question is asking about staff who are in receipt of the broadband allowance and their eligibility for something. However, without additional information, I cannot provide a definitive answer. Therefore, I must politely inform you that I don't know the answer to your question.",0.0,0.5826129943132401,0.06656515598297119,0.0
What percentage of the time does NTUC-ARU counter duty require?,75%," Based on the provided context, there is no explicit information given about the percentage of time that NTUC-ARU staff spend on counter duty. Therefore, I cannot provide an answer with certainty. However, it can be inferred that some jobs at NTUC ARU involve providing counter services (9.1).",0.3333333333333333,0.6675677597522736,0.15711955726146698,0.0,"Based on the context provided, it appears that counter duty at NTUC ARU requires staff to provide services for a significant portion of the year. The annual leave entitlement for staff ranges from 14 to 21 working days, depending on their grade and length of service. This suggests that counter duty may require a significant amount of time commitment throughout the year. However, I don't have access to specific data or statistics on the percentage of time required for counter duty at NTUC ARU, so I cannot provide an exact answer to your question.",0.25,0.6303934872150421,0.15756049752235413,0.0
What will a full-time counter duty employee receive per month?,$100," A full-time counter duty employee, who performs counter duty for at least 75% of the time, will receive their full monthly salary on the 23rd of each month according to the Monthly Counter Service Incentive (MCSI) policy.",0.0,0.6579042464494705,0.18164002895355225,0.0,"Based on the context provided, a full-time counter duty employee (MCSI 9.2 Staff) will receive their full monthly salary on the 23rd of each month.",0.0,0.4866744041442871,0.18385139107704163,0.0
On what basis may staff who perform counter duty be paid QCSI?,ad-hoc," Staff who perform counter duty on an ad hoc basis may be paid Quarterly Counter Service Incentive (QCSI) based on the hours performed cumulatively per qualifying quarter, as outlined in the table provided. The quarters considered as qualifying periods are January-March, April-June, July-September, and October-December. (9.4)",0.3333333333333333,0.6239757776260376,0.2948412299156189,0.0,"Based on the retrieved context, staff who perform counter duty on an ad hoc basis may be paid QCSI based on the cumulative number of counter duty hours performed in a qualifying quarter. The table below illustrates the QCSI quantum for different levels of counter duty hours performed:

* 26-127 hours: QCSI = 50
* 128-249 hours: QCSI = 100
* 250-320 hours: QCSI = 150
* 321-383 hours: QCSI = 200
* 384 hours or more: QCSI = 250

The four qualifying quarterly periods are January to March, April to June, July to September, and October to December.",1.0,0.6472953855991364,0.29546162486076355,0.0
How long of continuous service does female staff have at NTUC-ARU prior to childbirth?,90 days," Based on the provided context, a female staff member is eligible for maternity benefit if she has at least 90 days of continuous service at NTUC ARU immediately preceding the day of childbirth (sentence 1). Therefore, the length of continuous service required before childbirth is 90 days.",0.5,0.7726202756166458,0.10639112442731857,0.0,"Based on the context provided, female staff at NTUC ARU are eligible for maternity benefit if they have at least 90 days of continuous service immediately preceding the day of childbirth. Therefore, the answer to the question is 90 days.",0.5,0.6806198835372925,0.10899019986391068,0.0
How much is Personal Accident travel insurance for the full period spent at NTUC-ARU?,"$250,000 to $500,000."," According to the context provided, the Personal Accident travel insurance coverage varies depending on the staff's grade. For grades N1 to N3, it is SGD 250,000, and for grades N4 and above, it is SGD 500,000. Therefore, the Personal Accident travel insurance for the full period spent at NTUC-ARU depends on the specific staff grade.",0.0,0.7513155043125153,0.04265262186527252,0.0,"Based on the context provided, the cost of Personal Accident travel insurance for the full period spent at NTUC ARU is:

For Grade N1 to N3 staff: SGD 250,000
For Grade N4 and above staff: SGD 500,000",0.0,0.6638427793979644,0.042168594896793365,0.0
How much medical coverage does NTUC-ARU have?,"$5,000"," NTUC ARU provides medical coverage through the NTUC ARU MediCare Plan, which includes Inpatient Hospitalisation Care, Outpatient Specialist Care, and Outpatient Primary Care. Staff are also insured with both the Enhanced Incomeshield EIS and Incomeshield Assist Rider IAR. The specific plans covered depend on the staff's salary grade. NTUC ARU contributes a total of S$165 to staff's Medisave and salary accounts based on premiums for certain plans before 2008. For health screenings, NTUC ARU co-pays up to S$300 for staff under 40 years old and up to S$400 for those 40 years old and above. Any excess amount can be claimed from the staff's Flexible Benefit.",0.5,0.6049421012401581,0.15329881012439728,0.006042296072507553,"Based on the context provided, NTUC-ARU offers various medical benefits to its staff. Here are some of the key points:

1. Staff will be covered under the NTUC ARU's MediCare Plan, which includes three components: inpatient hospitalization care, outpatient specialist care, and outpatient primary care.
2. Staff will also be insured with both the Enhanced Incomeshield EIS and Incomeshield Assist Rider IAR.
3. The plans available to staff include Salary Grade Group Hospital & Surgical Plan, Superscale Grade N6 to N12, Grade N4 and N5 Plan 1 and Plan 2, and Office Attendant Plan 3. Staff who joined NTUC ARU before June 2008 are also covered.
4. NTUC ARU contributes a total of SGD 165 to staff Medisave and salary accounts for premiums paid for Basic Medishield, EIS, and IAR Advantage plans for staff under 31 years old as of June 2008.
5. NTUC ARU will co-pay 80% of health screening costs, subject to a cap based on the age of the staff member (less than 40 years old: up to SGD 300; 40 years old and above: up to SGD 400). Any amount exceeding the cap can be reimbursed by the staff member from their Flexible Benefit.",0.46153846153846156,0.5037518322467804,0.1540575474500656,0.0026642984014209592
What is the death compensation for confirmed staff?,1 month gross salary for every year of service," The death compensation for confirmed staff is one month gross salary for every year of service, subject to a minimum of 2,000 and a maximum of one year's salary. (From DEATH COMPENSATION context)",1.0,0.8177121460437775,0.005216554272919893,0.0,"According to the provided context, the death compensation for confirmed staff is 1 month gross salary for every year of service, subject to a minimum of 2,000 and maximum of one year's salary.",1.0,0.846926873922348,0.0062517100013792515,0.0
What are the temporary passes available for use by NTUC-ARU staff?,OCC Union Corporate Golfing & Social Membership Card and ACC Union Corporate Membership Card," Based on the provided context, the following temporary passes are available for use by NTUC-ARU staff:

1. OCC Union Corporate Golfing & Social Membership Card
2. ACC Union Corporate Membership Card

These passes can be signed out 7 days in advance for a usage of 3 days from the Membership Department or Customer Service Centre on a first come, first served basis. (References: 17.1)",0.0,0.4717444732785225,0.11178304255008698,0.0,"Based on the context provided, the temporary passes available for use by NTUC-ARU staff are:

* OCC Union Corporate Golfing & Social Membership Card
* ACC Union Corporate Membership Card",1.0,0.5525231450796128,0.11090516299009323,0.0
How many days in advance can temporary passes be signed out at NTUC-ARU?,7 days in advance," Temporary passes, including the Orchid Country Club and Aranda Country Club Union Corporate Golfing & Social Membership Cards, can be signed out 7 days in advance for a usage of 3 days at NTUC-ARU.",0.0,0.7015659272670746,0.1067473292350769,0.0,"Based on the context provided, temporary passes at NTUC-ARU can be signed out 7 days in advance for a usage of 3 days.",1.0,0.8209405243396759,0.10619522631168365,0.0
What type of loan can a confirmed staff obtain?,interest-free, A confirmed staff member at the organization can obtain an interest-free computer loan. (Reference: 18.1),0.5,0.5404336482286454,0.16151849925518036,0.0,"Based on the retrieved context, a confirmed staff member can obtain an interest-free computer loan.",1.0,0.5375161923468113,0.16530172526836395,0.0
What percentage of the cost of the computer set is the maximum amount of an interest-free computer loan?,80%," The maximum loan amount is 80% of the cost of the computer set or 2,400 dollars, whichever is lower (first sentence). Staff members can obtain an interest-free computer loan (second sentence). Therefore, the maximum percentage of the cost of a computer set that can be borrowed interest-free is 80%.",1.0,0.754642903804779,0.23170313239097595,0.006666666666666667,"Based on the context provided, the maximum amount of an interest-free computer loan is 80% of the cost of the computer set or $2,400, whichever is lower.",1.0,0.6960357308387757,0.234928697347641,0.006535947712418301
